,Trial-ID,Status,Iteration,hidden,hidden1_pm,hidden1_stator,hidden2_pm,hidden2_stator,input_rec,lr,output_rec,window,Objective
180,91,INTERMEDIATE,1,35.0,8.0,7.0,17.0,18.0,1.0,0.01,0.0,9.0,0.01330683852796969
181,91,COMPLETED,1,35.0,8.0,7.0,17.0,18.0,1.0,0.01,0.0,9.0,0.01330683852796969
182,92,INTERMEDIATE,1,37.0,18.0,6.0,18.0,17.0,0.0,0.01,0.0,2.0,0.028085211043647706
183,92,COMPLETED,1,37.0,18.0,6.0,18.0,17.0,0.0,0.01,0.0,2.0,0.028085211043647706
184,93,INTERMEDIATE,1,37.0,7.0,16.0,7.0,16.0,1.0,0.01,-1.0,3.0,0.013548485797492595
185,93,COMPLETED,1,37.0,7.0,16.0,7.0,16.0,1.0,0.01,-1.0,3.0,0.013548485797492595
186,94,INTERMEDIATE,1,38.0,9.0,9.0,18.0,20.0,1.0,0.01,-1.0,6.0,0.015144043345008632
187,94,COMPLETED,1,38.0,9.0,9.0,18.0,20.0,1.0,0.01,-1.0,6.0,0.015144043345008632
188,95,INTERMEDIATE,1,27.0,4.0,14.0,11.0,3.0,1.0,0.01,0.0,14.0,0.018563909464169043
189,95,COMPLETED,1,27.0,4.0,14.0,11.0,3.0,1.0,0.01,0.0,14.0,0.018563909464169043
190,96,INTERMEDIATE,1,32.0,10.0,14.0,4.0,15.0,0.0,0.01,0.0,5.0,0.014195651211116963
191,96,COMPLETED,1,32.0,10.0,14.0,4.0,15.0,0.0,0.01,0.0,5.0,0.014195651211116963
192,97,INTERMEDIATE,1,38.0,6.0,4.0,13.0,20.0,0.0,0.01,0.0,7.0,0.01376225978684758
193,97,COMPLETED,1,38.0,6.0,4.0,13.0,20.0,0.0,0.01,0.0,7.0,0.01376225978684758
194,98,INTERMEDIATE,1,38.0,3.0,9.0,20.0,8.0,1.0,0.01,-1.0,6.0,0.013968545569228684
195,98,COMPLETED,1,38.0,3.0,9.0,20.0,8.0,1.0,0.01,-1.0,6.0,0.013968545569228684
196,99,INTERMEDIATE,1,34.0,6.0,4.0,7.0,19.0,0.0,0.01,-1.0,3.0,0.016360500582022434
197,99,COMPLETED,1,34.0,6.0,4.0,7.0,19.0,0.0,0.01,-1.0,3.0,0.016360500582022434
198,100,INTERMEDIATE,1,34.0,9.0,7.0,20.0,20.0,1.0,0.01,0.0,7.0,0.014602913962906689
199,100,COMPLETED,1,34.0,9.0,7.0,20.0,20.0,1.0,0.01,0.0,7.0,0.014602913962906689
