,Trial-ID,Status,Iteration,batch_size,hidden_unit1,hidden_unit2,lr,lstm_hidden,Objective
77,39,COMPLETED,1,1024.0,16.0,42.0,0.005,124.0,0.00014723260725814182
78,40,INTERMEDIATE,1,2048.0,33.0,64.0,0.0005,122.0,0.0002325717351347831
79,40,COMPLETED,1,2048.0,33.0,64.0,0.0005,122.0,0.0002325717351347831
80,41,INTERMEDIATE,1,1024.0,16.0,35.0,0.005,40.0,6.558433660461182e-05
81,41,COMPLETED,1,1024.0,16.0,35.0,0.005,40.0,6.558433660461182e-05
82,42,INTERMEDIATE,1,1024.0,64.0,47.0,0.0005,124.0,8.493233690749777e-05
83,42,COMPLETED,1,1024.0,64.0,47.0,0.0005,124.0,8.493233690749777e-05
84,43,INTERMEDIATE,1,1024.0,37.0,45.0,0.0005,102.0,9.020080711356572e-05
85,43,COMPLETED,1,1024.0,37.0,45.0,0.0005,102.0,9.020080711356572e-05
86,44,INTERMEDIATE,1,2048.0,54.0,64.0,0.005,58.0,8.284769126607536e-05
87,44,COMPLETED,1,2048.0,54.0,64.0,0.005,58.0,8.284769126607536e-05
88,45,INTERMEDIATE,1,2048.0,49.0,49.0,0.0005,140.0,0.00023916940136328997
89,45,COMPLETED,1,2048.0,49.0,49.0,0.0005,140.0,0.00023916940136328997
90,46,INTERMEDIATE,1,2048.0,23.0,44.0,0.0005,53.0,0.0002216250412417234
91,46,COMPLETED,1,2048.0,23.0,44.0,0.0005,53.0,0.0002216250412417234
92,47,INTERMEDIATE,1,2048.0,64.0,44.0,0.005,40.0,9.494291305048843e-05
93,47,COMPLETED,1,2048.0,64.0,44.0,0.005,40.0,9.494291305048843e-05
94,48,INTERMEDIATE,1,512.0,16.0,51.0,0.0005,140.0,4.857141129206033e-05
95,48,COMPLETED,1,512.0,16.0,51.0,0.0005,140.0,4.857141129206033e-05
96,49,INTERMEDIATE,1,1024.0,29.0,42.0,0.005,80.0,9.72512140811866e-05
97,49,COMPLETED,1,1024.0,29.0,42.0,0.005,80.0,9.72512140811866e-05
98,50,INTERMEDIATE,1,2048.0,64.0,18.0,0.0005,87.0,0.00020218716619674974
99,50,COMPLETED,1,2048.0,64.0,18.0,0.0005,87.0,0.00020218716619674974
100,51,INTERMEDIATE,1,512.0,16.0,64.0,0.005,40.0,2.7367044126034245e-05
101,51,COMPLETED,1,512.0,16.0,64.0,0.005,40.0,2.7367044126034245e-05
102,52,INTERMEDIATE,1,2048.0,64.0,20.0,0.005,54.0,0.0001418041445931143
103,52,COMPLETED,1,2048.0,64.0,20.0,0.005,54.0,0.0001418041445931143
104,53,INTERMEDIATE,1,1024.0,53.0,64.0,0.005,84.0,3.0489055553402785e-05
105,53,COMPLETED,1,1024.0,53.0,64.0,0.005,84.0,3.0489055553402785e-05
106,54,INTERMEDIATE,1,1024.0,61.0,26.0,0.005,99.0,3.3994582074366144e-05
107,54,COMPLETED,1,1024.0,61.0,26.0,0.005,99.0,3.3994582074366144e-05
108,55,INTERMEDIATE,1,2048.0,64.0,30.0,0.005,124.0,0.00015749083571901085
109,55,COMPLETED,1,2048.0,64.0,30.0,0.005,124.0,0.00015749083571901085
110,56,INTERMEDIATE,1,1024.0,64.0,64.0,0.005,140.0,5.7521121907610634e-05
111,56,COMPLETED,1,1024.0,64.0,64.0,0.005,140.0,5.7521121907610634e-05
112,57,INTERMEDIATE,1,1024.0,50.0,49.0,0.005,40.0,4.117954728710562e-05
113,57,COMPLETED,1,1024.0,50.0,49.0,0.005,40.0,4.117954728710562e-05
114,58,INTERMEDIATE,1,2048.0,16.0,40.0,0.005,95.0,0.00014781140610909755
115,58,COMPLETED,1,2048.0,16.0,40.0,0.005,95.0,0.00014781140610909755
116,59,INTERMEDIATE,1,512.0,40.0,34.0,0.005,51.0,3.453573689883022e-05
117,59,COMPLETED,1,512.0,40.0,34.0,0.005,51.0,3.453573689883022e-05
118,60,INTERMEDIATE,1,512.0,34.0,47.0,0.0005,126.0,5.33108208870513e-05
119,60,COMPLETED,1,512.0,34.0,47.0,0.0005,126.0,5.33108208870513e-05
120,61,INTERMEDIATE,1,1024.0,64.0,64.0,0.005,55.0,2.2182048725202728e-05
121,61,COMPLETED,1,1024.0,64.0,64.0,0.005,55.0,2.2182048725202728e-05
122,62,INTERMEDIATE,1,512.0,16.0,64.0,0.005,83.0,2.8238417681878826e-05
123,62,COMPLETED,1,512.0,16.0,64.0,0.005,83.0,2.8238417681878826e-05
124,63,INTERMEDIATE,1,2048.0,47.0,34.0,0.0005,92.0,0.00021388848789603843
125,63,COMPLETED,1,2048.0,47.0,34.0,0.0005,92.0,0.00021388848789603843
126,64,INTERMEDIATE,1,512.0,55.0,48.0,0.005,67.0,1.216126705017869e-05
127,64,COMPLETED,1,512.0,55.0,48.0,0.005,67.0,1.216126705017869e-05
128,65,INTERMEDIATE,1,512.0,41.0,64.0,0.005,140.0,5.6613006201008574e-05
129,65,COMPLETED,1,512.0,41.0,64.0,0.005,140.0,5.6613006201008574e-05
130,66,INTERMEDIATE,1,1024.0,33.0,29.0,0.005,40.0,4.399670429313852e-05
131,66,COMPLETED,1,1024.0,33.0,29.0,0.005,40.0,4.399670429313852e-05
132,67,INTERMEDIATE,1,512.0,64.0,24.0,0.005,69.0,2.1714842614207154e-05
133,67,COMPLETED,1,512.0,64.0,24.0,0.005,69.0,2.1714842614207154e-05
134,68,INTERMEDIATE,1,512.0,47.0,48.0,0.005,118.0,2.9396018993784577e-05
135,68,COMPLETED,1,512.0,47.0,48.0,0.005,118.0,2.9396018993784577e-05
136,69,INTERMEDIATE,1,2048.0,59.0,24.0,0.005,99.0,0.00013034674091221566
137,69,COMPLETED,1,2048.0,59.0,24.0,0.005,99.0,0.00013034674091221566
138,70,INTERMEDIATE,1,2048.0,64.0,64.0,0.005,124.0,7.439797620648902e-05
139,70,COMPLETED,1,2048.0,64.0,64.0,0.005,124.0,7.439797620648902e-05
