,Trial-ID,Status,Iteration,batch_size,hidden_unit1,hidden_unit2,lr,lstm_hidden,Objective
99,50,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.011528055253537544
100,51,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.011215171287777263
101,51,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.011215171287777263
102,52,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.011916480063022147
103,52,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.011916480063022147
104,53,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.011227863932671842
105,53,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.011227863932671842
106,54,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.01168029169736648
107,54,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.01168029169736648
108,55,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.01169236028499637
109,55,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.01169236028499637
110,56,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.012232919914756026
111,56,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.012232919914756026
112,57,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.011753673044965246
113,57,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.011753673044965246
114,58,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.011210201253280042
115,58,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.011210201253280042
116,59,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.011797273856491678
117,59,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.011797273856491678
118,60,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.012177094488072585
119,60,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.012177094488072585
120,61,INTERMEDIATE,1,512.0,16.0,0.0,0.005,40.0,0.012323643381372668
121,61,COMPLETED,1,512.0,16.0,0.0,0.005,40.0,0.012323643381372668
122,62,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.012050978470585158
123,62,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.012050978470585158
124,63,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.01185187963066528
125,63,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.01185187963066528
126,64,INTERMEDIATE,1,1024.0,16.0,0.0,0.005,40.0,0.011783555316928557
127,64,COMPLETED,1,1024.0,16.0,0.0,0.005,40.0,0.011783555316928557
128,65,INTERMEDIATE,1,1024.0,16.0,0.0,0.0033289382738827923,40.0,0.011422552037164831
