,Trial-ID,Status,Iteration,batch_size,filtro1,filtro2,kernel1,kernel2,kernel3,kernel4,lr,neuroni1,neuroni2,stride1,stride3,Objective
157,79,COMPLETED,1,1024.0,19.0,21.0,1.0,1.0,1.0,1.0,0.03906315855565759,69.0,25.0,1.0,1.0,1.1443211244179322e-05
158,80,INTERMEDIATE,1,256.0,22.0,38.0,1.0,1.0,1.0,1.0,0.031837600407672556,32.0,28.0,1.0,1.0,2.88358596963514e-05
159,80,COMPLETED,1,256.0,22.0,38.0,1.0,1.0,1.0,1.0,0.031837600407672556,32.0,28.0,1.0,1.0,2.88358596963514e-05
160,81,INTERMEDIATE,1,1024.0,19.0,36.0,1.0,1.0,1.0,1.0,0.037051229155670086,29.0,26.0,1.0,1.0,0.00016194151076790144
161,81,COMPLETED,1,1024.0,19.0,36.0,1.0,1.0,1.0,1.0,0.037051229155670086,29.0,26.0,1.0,1.0,0.00016194151076790144
162,82,INTERMEDIATE,1,1024.0,45.0,36.0,1.0,1.0,1.0,1.0,0.0002524366627241867,27.0,32.0,1.0,1.0,8.953606429930754e-06
163,82,COMPLETED,1,1024.0,45.0,36.0,1.0,1.0,1.0,1.0,0.0002524366627241867,27.0,32.0,1.0,1.0,8.953606429930754e-06
164,83,INTERMEDIATE,1,256.0,46.0,35.0,1.0,1.0,1.0,1.0,0.0014660959188772878,23.0,37.0,1.0,1.0,6.180256248779152e-06
165,83,COMPLETED,1,256.0,46.0,35.0,1.0,1.0,1.0,1.0,0.0014660959188772878,23.0,37.0,1.0,1.0,6.180256248779152e-06
166,84,INTERMEDIATE,1,256.0,33.0,33.0,1.0,1.0,1.0,1.0,0.004641051831568459,28.0,90.0,1.0,1.0,0.0001399749407855608
167,84,COMPLETED,1,256.0,33.0,33.0,1.0,1.0,1.0,1.0,0.004641051831568459,28.0,90.0,1.0,1.0,0.0001399749407855608
168,85,INTERMEDIATE,1,256.0,43.0,33.0,1.0,1.0,1.0,1.0,0.0038252972899743163,29.0,37.0,1.0,1.0,1.2927490731233105e-05
169,85,COMPLETED,1,256.0,43.0,33.0,1.0,1.0,1.0,1.0,0.0038252972899743163,29.0,37.0,1.0,1.0,1.2927490731233105e-05
170,86,INTERMEDIATE,1,1024.0,25.0,33.0,1.0,1.0,1.0,1.0,0.033157545554222144,26.0,30.0,1.0,1.0,5.068998117825174e-05
171,86,COMPLETED,1,1024.0,25.0,33.0,1.0,1.0,1.0,1.0,0.033157545554222144,26.0,30.0,1.0,1.0,5.068998117825174e-05
172,87,INTERMEDIATE,1,1024.0,36.0,30.0,1.0,1.0,1.0,1.0,0.01348857808992943,30.0,32.0,1.0,1.0,0.0008792806474992058
173,87,COMPLETED,1,1024.0,36.0,30.0,1.0,1.0,1.0,1.0,0.01348857808992943,30.0,32.0,1.0,1.0,0.0008792806474992058
174,88,INTERMEDIATE,1,1024.0,30.0,35.0,1.0,1.0,1.0,1.0,0.011769069565695157,29.0,27.0,1.0,1.0,1.1427469557673415e-05
175,88,COMPLETED,1,1024.0,30.0,35.0,1.0,1.0,1.0,1.0,0.011769069565695157,29.0,27.0,1.0,1.0,1.1427469557673415e-05
176,89,INTERMEDIATE,1,256.0,28.0,34.0,1.0,1.0,1.0,1.0,0.017691365808270736,34.0,34.0,1.0,1.0,1.7675303385689586e-05
177,89,COMPLETED,1,256.0,28.0,34.0,1.0,1.0,1.0,1.0,0.017691365808270736,34.0,34.0,1.0,1.0,1.7675303385689586e-05
178,90,INTERMEDIATE,1,512.0,22.0,41.0,1.0,1.0,1.0,1.0,0.04644391149897139,80.0,37.0,1.0,1.0,0.034039161720359624
179,90,COMPLETED,1,512.0,22.0,41.0,1.0,1.0,1.0,1.0,0.04644391149897139,80.0,37.0,1.0,1.0,0.034039161720359624
180,91,INTERMEDIATE,1,1024.0,26.0,35.0,2.0,1.0,1.0,1.0,0.01006280407231211,31.0,30.0,1.0,2.0,7.668139664861279e-06
181,91,COMPLETED,1,1024.0,26.0,35.0,2.0,1.0,1.0,1.0,0.01006280407231211,31.0,30.0,1.0,2.0,7.668139664861279e-06
182,92,INTERMEDIATE,1,1024.0,43.0,31.0,1.0,1.0,1.0,1.0,0.011691445068411698,24.0,39.0,1.0,1.0,2.1542273220477362e-05
183,92,COMPLETED,1,1024.0,43.0,31.0,1.0,1.0,1.0,1.0,0.011691445068411698,24.0,39.0,1.0,1.0,2.1542273220477362e-05
184,93,INTERMEDIATE,1,256.0,30.0,32.0,1.0,1.0,1.0,2.0,0.05,28.0,33.0,1.0,1.0,0.03376703465415985
185,93,COMPLETED,1,256.0,30.0,32.0,1.0,1.0,1.0,2.0,0.05,28.0,33.0,1.0,1.0,0.03376703465415985
186,94,INTERMEDIATE,1,256.0,25.0,35.0,1.0,1.0,1.0,1.0,0.0010882963000035679,35.0,32.0,1.0,1.0,6.2936329382233745e-06
187,94,COMPLETED,1,256.0,25.0,35.0,1.0,1.0,1.0,1.0,0.0010882963000035679,35.0,32.0,1.0,1.0,6.2936329382233745e-06
188,95,INTERMEDIATE,1,1024.0,23.0,35.0,1.0,1.0,1.0,1.0,5e-05,28.0,28.0,1.0,1.0,0.008957092429419269
189,95,COMPLETED,1,1024.0,23.0,35.0,1.0,1.0,1.0,1.0,5e-05,28.0,28.0,1.0,1.0,0.008957092429419269
190,96,INTERMEDIATE,1,1024.0,44.0,33.0,1.0,1.0,1.0,1.0,0.0006106269304283596,26.0,35.0,1.0,1.0,1.3110668329005698e-05
191,96,COMPLETED,1,1024.0,44.0,33.0,1.0,1.0,1.0,1.0,0.0006106269304283596,26.0,35.0,1.0,1.0,1.3110668329005698e-05
192,97,INTERMEDIATE,1,256.0,33.0,23.0,1.0,1.0,1.0,1.0,5e-05,26.0,34.0,1.0,1.0,1.5574289927441704e-05
193,97,COMPLETED,1,256.0,33.0,23.0,1.0,1.0,1.0,1.0,5e-05,26.0,34.0,1.0,1.0,1.5574289927441704e-05
194,98,INTERMEDIATE,1,1024.0,27.0,35.0,2.0,1.0,1.0,1.0,0.022423448712318543,33.0,26.0,1.0,2.0,8.185191295624014e-06
195,98,COMPLETED,1,1024.0,27.0,35.0,2.0,1.0,1.0,1.0,0.022423448712318543,33.0,26.0,1.0,2.0,8.185191295624014e-06
196,99,INTERMEDIATE,1,256.0,18.0,36.0,1.0,1.0,1.0,1.0,0.05,32.0,27.0,1.0,1.0,0.0005263463908933172
197,99,COMPLETED,1,256.0,18.0,36.0,1.0,1.0,1.0,1.0,0.05,32.0,27.0,1.0,1.0,0.0005263463908933172
198,100,INTERMEDIATE,1,1024.0,27.0,29.0,1.0,1.0,1.0,1.0,0.009379999228174998,29.0,26.0,1.0,1.0,3.25761938676045e-05
199,100,COMPLETED,1,1024.0,27.0,29.0,1.0,1.0,1.0,1.0,0.009379999228174998,29.0,26.0,1.0,1.0,3.25761938676045e-05
