,Trial-ID,Status,Iteration,batch_size,filtro1,filtro2,kernel1,kernel2,kernel3,kernel4,lr,neuroni1,neuroni2,stride1,stride2,stride3,stride4,Objective
16,9,INTERMEDIATE,1,1024.0,20.0,12.0,1.0,1.0,1.0,1.0,0.03783263383494762,99.0,39.0,1.0,1.0,1.0,1.0,1.8718729498310035e-05
17,9,COMPLETED,1,1024.0,20.0,12.0,1.0,1.0,1.0,1.0,0.03783263383494762,99.0,39.0,1.0,1.0,1.0,1.0,1.8718729498310035e-05
18,10,INTERMEDIATE,1,512.0,10.0,23.0,1.0,1.0,1.0,1.0,0.037151950649349064,72.0,37.0,1.0,1.0,1.0,1.0,0.032848107301710394
19,10,COMPLETED,1,512.0,10.0,23.0,1.0,1.0,1.0,1.0,0.037151950649349064,72.0,37.0,1.0,1.0,1.0,1.0,0.032848107301710394
20,11,INTERMEDIATE,1,2048.0,21.0,23.0,1.0,1.0,1.0,1.0,0.03697278939602554,48.0,45.0,1.0,1.0,1.0,1.0,7.297719147527592e-05
21,11,COMPLETED,1,2048.0,21.0,23.0,1.0,1.0,1.0,1.0,0.03697278939602554,48.0,45.0,1.0,1.0,1.0,1.0,7.297719147527592e-05
22,12,INTERMEDIATE,1,512.0,39.0,19.0,1.0,1.0,1.0,1.0,0.01249204840178357,68.0,48.0,1.0,1.0,1.0,1.0,8.334540045740427e-06
23,12,COMPLETED,1,512.0,39.0,19.0,1.0,1.0,1.0,1.0,0.01249204840178357,68.0,48.0,1.0,1.0,1.0,1.0,8.334540045740427e-06
24,13,INTERMEDIATE,1,1024.0,16.0,47.0,1.0,1.0,1.0,1.0,0.048048549580515854,16.0,82.0,1.0,1.0,1.0,1.0,0.03290601886663236
25,13,COMPLETED,1,1024.0,16.0,47.0,1.0,1.0,1.0,1.0,0.048048549580515854,16.0,82.0,1.0,1.0,1.0,1.0,0.03290601886663236
26,14,INTERMEDIATE,1,1024.0,45.0,38.0,1.0,1.0,1.0,1.0,0.04605503864279704,50.0,16.0,1.0,1.0,1.0,1.0,0.0002209554580126621
27,14,COMPLETED,1,1024.0,45.0,38.0,1.0,1.0,1.0,1.0,0.04605503864279704,50.0,16.0,1.0,1.0,1.0,1.0,0.0002209554580126621
28,15,INTERMEDIATE,1,256.0,47.0,37.0,1.0,1.0,1.0,1.0,0.0049506060895215635,93.0,68.0,1.0,1.0,1.0,1.0,1.294076907580781e-05
29,15,COMPLETED,1,256.0,47.0,37.0,1.0,1.0,1.0,1.0,0.0049506060895215635,93.0,68.0,1.0,1.0,1.0,1.0,1.294076907580781e-05
30,16,INTERMEDIATE,1,2048.0,43.0,36.0,1.0,1.0,1.0,1.0,0.013787089148219994,84.0,62.0,1.0,1.0,1.0,1.0,0.00019273368043723035
31,16,COMPLETED,1,2048.0,43.0,36.0,1.0,1.0,1.0,1.0,0.013787089148219994,84.0,62.0,1.0,1.0,1.0,1.0,0.00019273368043723035
32,17,INTERMEDIATE,1,2048.0,50.0,19.0,1.0,1.0,1.0,1.0,0.05,90.0,58.0,1.0,1.0,1.0,1.0,0.00037929172580048636
33,17,COMPLETED,1,2048.0,50.0,19.0,1.0,1.0,1.0,1.0,0.05,90.0,58.0,1.0,1.0,1.0,1.0,0.00037929172580048636
34,18,INTERMEDIATE,1,2048.0,36.0,16.0,1.0,1.0,1.0,1.0,0.007412538833065071,47.0,51.0,1.0,1.0,1.0,1.0,9.413710000717949e-06
35,18,COMPLETED,1,2048.0,36.0,16.0,1.0,1.0,1.0,1.0,0.007412538833065071,47.0,51.0,1.0,1.0,1.0,1.0,9.413710000717949e-06
36,19,INTERMEDIATE,1,256.0,50.0,34.0,1.0,1.0,1.0,1.0,5e-05,61.0,45.0,1.0,1.0,1.0,1.0,6.518504546089561e-06
37,19,COMPLETED,1,256.0,50.0,34.0,1.0,1.0,1.0,1.0,5e-05,61.0,45.0,1.0,1.0,1.0,1.0,6.518504546089561e-06
38,20,INTERMEDIATE,1,1024.0,41.0,10.0,1.0,1.0,1.0,1.0,0.03573946676370599,15.0,100.0,1.0,1.0,1.0,1.0,0.03311975959772898
39,20,COMPLETED,1,1024.0,41.0,10.0,1.0,1.0,1.0,1.0,0.03573946676370599,15.0,100.0,1.0,1.0,1.0,1.0,0.03311975959772898
40,21,INTERMEDIATE,1,2048.0,36.0,29.0,1.0,1.0,1.0,1.0,0.04410286246338605,52.0,50.0,1.0,1.0,1.0,1.0,9.635782978078296e-06
41,21,COMPLETED,1,2048.0,36.0,29.0,1.0,1.0,1.0,1.0,0.04410286246338605,52.0,50.0,1.0,1.0,1.0,1.0,9.635782978078296e-06
42,22,INTERMEDIATE,1,256.0,50.0,22.0,1.0,1.0,1.0,1.0,5e-05,70.0,58.0,1.0,1.0,1.0,1.0,6.142522351435108e-06
43,22,COMPLETED,1,256.0,50.0,22.0,1.0,1.0,1.0,1.0,5e-05,70.0,58.0,1.0,1.0,1.0,1.0,6.142522351435108e-06
44,23,INTERMEDIATE,1,256.0,50.0,49.0,1.0,1.0,1.0,1.0,5e-05,59.0,23.0,1.0,1.0,1.0,1.0,5.829880388563556e-06
45,23,COMPLETED,1,256.0,50.0,49.0,1.0,1.0,1.0,1.0,5e-05,59.0,23.0,1.0,1.0,1.0,1.0,5.829880388563556e-06
46,24,INTERMEDIATE,1,1024.0,31.0,10.0,1.0,1.0,1.0,1.0,5e-05,100.0,53.0,1.0,1.0,1.0,1.0,0.0011859742592734463
47,24,COMPLETED,1,1024.0,31.0,10.0,1.0,1.0,1.0,1.0,5e-05,100.0,53.0,1.0,1.0,1.0,1.0,0.0011859742592734463
48,25,INTERMEDIATE,1,256.0,50.0,26.0,1.0,1.0,1.0,2.0,5e-05,47.0,32.0,1.0,1.0,2.0,2.0,0.024209043068057812
49,25,COMPLETED,1,256.0,50.0,26.0,1.0,1.0,1.0,2.0,5e-05,47.0,32.0,1.0,1.0,2.0,2.0,0.024209043068057812
50,26,INTERMEDIATE,1,512.0,29.0,27.0,1.0,1.0,1.0,1.0,0.044355995364872385,38.0,52.0,1.0,1.0,1.0,1.0,0.03311454009212329
51,26,COMPLETED,1,512.0,29.0,27.0,1.0,1.0,1.0,1.0,0.044355995364872385,38.0,52.0,1.0,1.0,1.0,1.0,0.03311454009212329
52,27,INTERMEDIATE,1,2048.0,41.0,22.0,1.0,1.0,1.0,1.0,0.006422024480400724,57.0,52.0,1.0,1.0,1.0,1.0,1.140707075676504e-05
53,27,COMPLETED,1,2048.0,41.0,22.0,1.0,1.0,1.0,1.0,0.006422024480400724,57.0,52.0,1.0,1.0,1.0,1.0,1.140707075676504e-05
54,28,INTERMEDIATE,1,2048.0,30.0,17.0,1.0,1.0,1.0,1.0,0.01847628378786589,54.0,47.0,1.0,1.0,1.0,1.0,3.087290872581458e-05
55,28,COMPLETED,1,2048.0,30.0,17.0,1.0,1.0,1.0,1.0,0.01847628378786589,54.0,47.0,1.0,1.0,1.0,1.0,3.087290872581458e-05
56,29,INTERMEDIATE,1,512.0,43.0,32.0,1.0,1.0,1.0,1.0,0.04736093632426758,68.0,52.0,1.0,1.0,1.0,1.0,1.6761289808417662e-05
